HCC1954_siControl_1.fastq.gz_trimmed_featurecounts.txt,HCC1954_siControl_1.fastq.gz_trimmed_featurecounts.txt,HCC1954_siControl_3.fastq.gz_trimmed_featurecounts.txt,HCC1954_siControl_3.fastq.gz_trimmed_featurecounts.txt,HCC1954_siRNF40_1.fastq.gz_trimmed_featurecounts.txt,HCC1954_siRNF40_1.fastq.gz_trimmed_featurecounts.txt,HCC1954_siRNF40_2.fastq.gz_trimmed_featurecounts.txt,HCC1954_siRNF40_2.fastq.gz_trimmed_featurecounts.txt,HCC1954_siRNF40_3.fastq.gz_trimmed_featurecounts.txt,HCC1954_siRNF40_3.fastq.gz_trimmed_featurecounts.txt
LOC105372699,0,LOC105372699,0,LOC105372699,1,LOC105372699,0,LOC105372699,0
LOC105372700,0,LOC105372700,0,LOC105372700,0,LOC105372700,0,LOC105372700,0
LINC01718,0,LINC01718,0,LINC01718,0,LINC01718,0,LINC01718,0
LOC105372701,0,LOC105372701,0,LOC105372701,0,LOC105372701,0,LOC105372701,0
CDH4,0,CDH4,0,CDH4,0,CDH4,0,CDH4,0
LOC105372703,0,LOC105372703,0,LOC105372703,0,LOC105372703,0,LOC105372703,0
LOC100128310,0,LOC100128310,0,LOC100128310,0,LOC100128310,0,LOC100128310,0
MIR1257,0,MIR1257,0,MIR1257,0,MIR1257,0,MIR1257,0
TAF4,337,TAF4,424,TAF4,340,TAF4,573,TAF4,480
LOC105372704,10,LOC105372704,0,LOC105372704,0,LOC105372704,14,LOC105372704,7
MIR3195,0,MIR3195,0,MIR3195,0,MIR3195,0,MIR3195,0
LOC105372705,2,LOC105372705,1,LOC105372705,2,LOC105372705,4,LOC105372705,4
LOC105372706,0,LOC105372706,0,LOC105372706,0,LOC105372706,0,LOC105372706,1
LSM14B,383,LSM14B,582,LSM14B,382,LSM14B,558,LSM14B,621
PSMA7,927,PSMA7,1079,PSMA7,767,PSMA7,897,PSMA7,1252
SS18L1,146,SS18L1,211,SS18L1,222,SS18L1,358,SS18L1,312
MTG2,146,MTG2,151,MTG2,246,MTG2,204,MTG2,182
HRH3,0,HRH3,0,HRH3,0,HRH3,0,HRH3,0
LOC105369209,0,LOC105369209,0,LOC105369209,0,LOC105369209,0,LOC105369209,0
OSBPL2,354,OSBPL2,611,OSBPL2,552,OSBPL2,776,OSBPL2,907
ADRM1,400,ADRM1,441,ADRM1,507,ADRM1,493,ADRM1,577
LAMA5,491,LAMA5,340,LAMA5,390,LAMA5,579,LAMA5,575
MIR4758,0,MIR4758,0,MIR4758,0,MIR4758,0,MIR4758,0
LOC124904946,0,LOC124904946,0,LOC124904946,0,LOC124904946,0,LOC124904946,0
LAMA5-AS1,0,LAMA5-AS1,0,LAMA5-AS1,0,LAMA5-AS1,0,LAMA5-AS1,0
LOC105372708,3,LOC105372708,0,LOC105372708,0,LOC105372708,3,LOC105372708,2
RPS21,3319,RPS21,5116,RPS21,2387,RPS21,4012,RPS21,6176
CABLES2,117,CABLES2,174,CABLES2,134,CABLES2,183,CABLES2,163
LOC105372709,3,LOC105372709,2,LOC105372709,0,LOC105372709,8,LOC105372709,2
RBBP8NL,32,RBBP8NL,35,RBBP8NL,35,RBBP8NL,37,RBBP8NL,50
LOC105372710,0,LOC105372710,3,LOC105372710,0,LOC105372710,3,LOC105372710,2
GATA5,3,GATA5,3,GATA5,2,GATA5,0,GATA5,4
LOC105372711,0,LOC105372711,0,LOC105372711,0,LOC105372711,0,LOC105372711,0
LOC124904947,0,LOC124904947,0,LOC124904947,0,LOC124904947,0,LOC124904947,0
LOC105376995,0,LOC105376995,0,LOC105376995,0,LOC105376995,0,LOC105376995,0
CRMA,0,CRMA,0,CRMA,0,CRMA,0,CRMA,0
MIR1-1HG,0,MIR1-1HG,0,MIR1-1HG,0,MIR1-1HG,0,MIR1-1HG,0
MIR1-1,0,MIR1-1,0,MIR1-1,0,MIR1-1,0,MIR1-1,0
MIR133A2,0,MIR133A2,0,MIR133A2,0,MIR133A2,0,MIR133A2,0
LINC02970,15,LINC02970,16,LINC02970,18,LINC02970,23,LINC02970,26
LOC124904948,0,LOC124904948,0,LOC124904948,0,LOC124904948,0,LOC124904948,0
LOC124904949,0,LOC124904949,0,LOC124904949,0,LOC124904949,0,LOC124904949,0
SLCO4A1,84,SLCO4A1,102,SLCO4A1,84,SLCO4A1,89,SLCO4A1,97
SLCO4A1-AS2,0,SLCO4A1-AS2,0,SLCO4A1-AS2,0,SLCO4A1-AS2,0,SLCO4A1-AS2,0
SLCO4A1-AS1,1,SLCO4A1-AS1,6,SLCO4A1-AS1,8,SLCO4A1-AS1,0,SLCO4A1-AS1,2
NTSR1,0,NTSR1,0,NTSR1,0,NTSR1,0,NTSR1,0
LINC00659,0,LINC00659,0,LINC00659,0,LINC00659,0,LINC00659,0
LOC105372716,0,LOC105372716,0,LOC105372716,0,LOC105372716,0,LOC105372716,0
MRGBP,127,MRGBP,204,MRGBP,121,MRGBP,203,MRGBP,192
OGFR-AS1,0,OGFR-AS1,0,OGFR-AS1,0,OGFR-AS1,0,OGFR-AS1,0
OGFR,237,OGFR,397,OGFR,389,OGFR,437,OGFR,416
COL9A3,0,COL9A3,0,COL9A3,0,COL9A3,0,COL9A3,2
TCFL5,139,TCFL5,185,TCFL5,94,TCFL5,199,TCFL5,206
LOC105372717,1,LOC105372717,0,LOC105372717,1,LOC105372717,0,LOC105372717,0
DIDO1,475,DIDO1,692,DIDO1,683,DIDO1,1021,DIDO1,782
SNORA117,0,SNORA117,0,SNORA117,0,SNORA117,0,SNORA117,0
GID8,540,GID8,769,GID8,486,GID8,680,GID8,823
SLC17A9,0,SLC17A9,0,SLC17A9,0,SLC17A9,0,SLC17A9,0
BHLHE23,0,BHLHE23,0,BHLHE23,0,BHLHE23,0,BHLHE23,0
LINC01749,0,LINC01749,0,LINC01749,0,LINC01749,0,LINC01749,0
LOC105372718,0,LOC105372718,0,LOC105372718,0,LOC105372718,0,LOC105372718,0
LINC00029,0,LINC00029,0,LINC00029,0,LINC00029,0,LINC00029,0
LINC01056,0,LINC01056,0,LINC01056,0,LINC01056,0,LINC01056,0
HAR1B,0,HAR1B,0,HAR1B,0,HAR1B,0,HAR1B,0
HAR1A,0,HAR1A,0,HAR1A,0,HAR1A,0,HAR1A,1
LOC105372719,0,LOC105372719,0,LOC105372719,0,LOC105372719,0,LOC105372719,0
LOC105376996,0,LOC105376996,0,LOC105376996,0,LOC105376996,0,LOC105376996,0
LOC124904952,0,LOC124904952,0,LOC124904952,0,LOC124904952,1,LOC124904952,0
MIR124-3,0,MIR124-3,0,MIR124-3,0,MIR124-3,0,MIR124-3,0
YTHDF1,587,YTHDF1,669,YTHDF1,640,YTHDF1,916,YTHDF1,931
BIRC7,0,BIRC7,0,BIRC7,0,BIRC7,0,BIRC7,0
MIR3196,0,MIR3196,0,MIR3196,0,MIR3196,0,MIR3196,0
NKAIN4,3,NKAIN4,0,NKAIN4,0,NKAIN4,1,NKAIN4,0
LOC124904950,0,LOC124904950,0,LOC124904950,0,LOC124904950,0,LOC124904950,0
FLJ16779,0,FLJ16779,0,FLJ16779,0,FLJ16779,0,FLJ16779,0
ARFGAP1,208,ARFGAP1,260,ARFGAP1,311,ARFGAP1,358,ARFGAP1,378
MIR4326,0,MIR4326,0,MIR4326,0,MIR4326,0,MIR4326,0
COL20A1,0,COL20A1,0,COL20A1,0,COL20A1,0,COL20A1,0
CHRNA4,0,CHRNA4,0,CHRNA4,0,CHRNA4,0,CHRNA4,0
LOC100130587,0,LOC100130587,0,LOC100130587,0,LOC100130587,0,LOC100130587,0
LOC124904953,0,LOC124904953,0,LOC124904953,0,LOC124904953,0,LOC124904953,0
KCNQ2,0,KCNQ2,0,KCNQ2,0,KCNQ2,1,KCNQ2,0
LOC105372724,0,LOC105372724,0,LOC105372724,0,LOC105372724,0,LOC105372724,0
LOC105372721,0,LOC105372721,0,LOC105372721,0,LOC105372721,0,LOC105372721,0
KCNQ2-AS1,0,KCNQ2-AS1,0,KCNQ2-AS1,0,KCNQ2-AS1,0,KCNQ2-AS1,0
EEF1A2,763,EEF1A2,1057,EEF1A2,683,EEF1A2,764,EEF1A2,870
LOC124904955,0,LOC124904955,1,LOC124904955,0,LOC124904955,0,LOC124904955,0
LOC105372725,0,LOC105372725,0,LOC105372725,0,LOC105372725,0,LOC105372725,0
LOC102723814,0,LOC102723814,2,LOC102723814,0,LOC102723814,0,LOC102723814,2
PPDPF,445,PPDPF,352,PPDPF,359,PPDPF,241,PPDPF,381
PTK6,3,PTK6,10,PTK6,2,PTK6,2,PTK6,8
SRMS,0,SRMS,1,SRMS,0,SRMS,0,SRMS,0
FNDC11,0,FNDC11,0,FNDC11,0,FNDC11,0,FNDC11,0
HELZ2,100,HELZ2,138,HELZ2,169,HELZ2,230,HELZ2,248
GMEB2,164,GMEB2,207,GMEB2,192,GMEB2,230,GMEB2,281
MHENCR,16,MHENCR,9,MHENCR,11,MHENCR,10,MHENCR,14
STMN3,16,STMN3,11,STMN3,20,STMN3,9,STMN3,11
RTEL1-TNFRSF6B,0,RTEL1-TNFRSF6B,0,RTEL1-TNFRSF6B,0,RTEL1-TNFRSF6B,0,RTEL1-TNFRSF6B,0
RTEL1,5,RTEL1,4,RTEL1,5,RTEL1,5,RTEL1,7
LOC124904954,0,LOC124904954,0,LOC124904954,0,LOC124904954,3,LOC124904954,2
TNFRSF6B,0,TNFRSF6B,0,TNFRSF6B,0,TNFRSF6B,0,TNFRSF6B,0
ARFRP1,124,ARFRP1,151,ARFRP1,186,ARFRP1,145,ARFRP1,151
ZGPAT,33,ZGPAT,51,ZGPAT,46,ZGPAT,82,ZGPAT,50
LIME1,9,LIME1,10,LIME1,18,LIME1,17,LIME1,19
SLC2A4RG,244,SLC2A4RG,277,SLC2A4RG,199,SLC2A4RG,247,SLC2A4RG,292
ZBTB46,21,ZBTB46,29,ZBTB46,25,ZBTB46,36,ZBTB46,38
LOC124904956,0,LOC124904956,0,LOC124904956,0,LOC124904956,0,LOC124904956,1
ZBTB46-AS1,0,ZBTB46-AS1,0,ZBTB46-AS1,0,ZBTB46-AS1,0,ZBTB46-AS1,0
C20orf181,0,C20orf181,0,C20orf181,0,C20orf181,0,C20orf181,0
LOC112268269,53,LOC112268269,54,LOC112268269,39,LOC112268269,62,LOC112268269,38
ABHD16B,0,ABHD16B,0,ABHD16B,0,ABHD16B,0,ABHD16B,0
TPD52L2,777,TPD52L2,1151,TPD52L2,896,TPD52L2,1000,TPD52L2,1080
DNAJC5,382,DNAJC5,554,DNAJC5,491,DNAJC5,745,DNAJC5,757
LOC124904951,3,LOC124904951,2,LOC124904951,8,LOC124904951,2,LOC124904951,0
MIR941-1,0,MIR941-1,0,MIR941-1,0,MIR941-1,0,MIR941-1,0
MIR941-2,0,MIR941-2,0,MIR941-2,0,MIR941-2,0,MIR941-2,0
MIR941-3,0,MIR941-3,0,MIR941-3,0,MIR941-3,0,MIR941-3,0
MIR941-4,0,MIR941-4,0,MIR941-4,0,MIR941-4,0,MIR941-4,0
MIR941-5,0,MIR941-5,0,MIR941-5,0,MIR941-5,0,MIR941-5,0
UCKL1,157,UCKL1,225,UCKL1,172,UCKL1,170,UCKL1,210
MIR1914,0,MIR1914,0,MIR1914,0,MIR1914,0,MIR1914,0
MIR647,0,MIR647,0,MIR647,0,MIR647,0,MIR647,2
UCKL1-AS1,0,UCKL1-AS1,0,UCKL1-AS1,5,UCKL1-AS1,11,UCKL1-AS1,3
ZNF512B,188,ZNF512B,185,ZNF512B,215,ZNF512B,277,ZNF512B,267
SAMD10,38,SAMD10,16,SAMD10,49,SAMD10,38,SAMD10,36
PRPF6,541,PRPF6,869,PRPF6,798,PRPF6,1054,PRPF6,1119
C20orf204,2,C20orf204,7,C20orf204,3,C20orf204,6,C20orf204,2
SOX18,0,SOX18,1,SOX18,0,SOX18,2,SOX18,3
TCEA2,49,TCEA2,27,TCEA2,50,TCEA2,27,TCEA2,63
RGS19,64,RGS19,86,RGS19,81,RGS19,60,RGS19,83
MIR6813,0,MIR6813,0,MIR6813,0,MIR6813,0,MIR6813,0
OPRL1,0,OPRL1,0,OPRL1,0,OPRL1,1,OPRL1,0
LKAAEAR1,0,LKAAEAR1,0,LKAAEAR1,0,LKAAEAR1,0,LKAAEAR1,0
NPBWR2,0,NPBWR2,0,NPBWR2,0,NPBWR2,0,NPBWR2,0
LOC105372727,0,LOC105372727,0,LOC105372727,0,LOC105372727,0,LOC105372727,0
MYT1,1,MYT1,5,MYT1,5,MYT1,10,MYT1,7
PCMTD2,106,PCMTD2,149,PCMTD2,60,PCMTD2,126,PCMTD2,140
LOC124904957,1,LOC124904957,6,LOC124904957,1,LOC124904957,4,LOC124904957,2
SEPTIN14P20,7,SEPTIN14P20,3,SEPTIN14P20,9,SEPTIN14P20,3,SEPTIN14P20,1
LOC105379484,0,LOC105379484,3,LOC105379484,0,LOC105379484,0,LOC105379484,0
LOC124905051,0,LOC124905051,0,LOC124905051,0,LOC124905051,0,LOC124905051,0
LOC102723996,69,LOC102723996,90,LOC102723996,125,LOC102723996,99,LOC102723996,113
LOC124905052,7,LOC124905052,1,LOC124905052,0,LOC124905052,0,LOC124905052,1
LOC124900468,0,LOC124900468,1,LOC124900468,0,LOC124900468,1,LOC124900468,1
LOC107987292,0,LOC107987292,0,LOC107987292,1,LOC107987292,0,LOC107987292,0
CH507-9B2.8,0,CH507-9B2.8,0,CH507-9B2.8,0,CH507-9B2.8,0,CH507-9B2.8,0
LOC101928576,0,LOC101928576,0,LOC101928576,0,LOC101928576,0,LOC101928576,0
LOC102724023,183,LOC102724023,216,LOC102724023,140,LOC102724023,183,LOC102724023,192
LOC102724159,135,LOC102724159,168,LOC102724159,142,LOC102724159,158,LOC102724159,213
LOC102724200,97,LOC102724200,129,LOC102724200,149,LOC102724200,170,LOC102724200,179
LINC01670,12,LINC01670,11,LINC01670,11,LINC01670,6,LINC01670,5
LOC105379488,0,LOC105379488,0,LOC105379488,0,LOC105379488,0,LOC105379488,0
LOC102724219,146,LOC102724219,229,LOC102724219,149,LOC102724219,153,LOC102724219,210
LOC124904990,2,LOC124904990,4,LOC124904990,0,LOC124904990,13,LOC124904990,12
LOC102724334,40,LOC102724334,40,LOC102724334,92,LOC102724334,42,LOC102724334,45
LOC102724354,0,LOC102724354,0,LOC102724354,0,LOC102724354,0,LOC102724354,0
LOC102724370,0,LOC102724370,0,LOC102724370,0,LOC102724370,0,LOC102724370,0
CH507-42P11.6,0,CH507-42P11.6,0,CH507-42P11.6,0,CH507-42P11.6,0,CH507-42P11.6,0
LOC102724428,97,LOC102724428,70,LOC102724428,100,LOC102724428,159,LOC102724428,169
LOC107987288,2,LOC107987288,3,LOC107987288,0,LOC107987288,0,LOC107987288,0
LOC124905049,2,LOC124905049,1,LOC124905049,2,LOC124905049,15,LOC124905049,0
LOC102724701,204,LOC102724701,274,LOC102724701,185,LOC102724701,199,LOC102724701,261
CH507-145C22.1,8,CH507-145C22.1,13,CH507-145C22.1,10,CH507-145C22.1,8,CH507-145C22.1,12
LOC102724560,443,LOC102724560,787,LOC102724560,671,LOC102724560,1024,LOC102724560,1124
LOC102724594,764,LOC102724594,1324,LOC102724594,1020,LOC102724594,1425,LOC102724594,1750
LOC102724652,0,LOC102724652,0,LOC102724652,0,LOC102724652,0,LOC102724652,1
LOC106780825,0,LOC106780825,0,LOC106780825,0,LOC106780825,0,LOC106780825,0
LOC110091777,9,LOC110091777,8,LOC110091777,9,LOC110091777,7,LOC110091777,1
MIR8069-1,0,MIR8069-1,0,MIR8069-1,0,MIR8069-1,0,MIR8069-1,0
LOC105379499,41,LOC105379499,60,LOC105379499,65,LOC105379499,71,LOC105379499,56
LOC102724843,159,LOC102724843,236,LOC102724843,142,LOC102724843,155,LOC102724843,205
LOC124904989,2,LOC124904989,2,LOC124904989,0,LOC124904989,13,LOC124904989,15
LOC105379502,0,LOC105379502,0,LOC105379502,0,LOC105379502,0,LOC105379502,0
LOC102724951,156,LOC102724951,241,LOC102724951,148,LOC102724951,158,LOC102724951,204
LOC124904991,0,LOC124904991,3,LOC124904991,0,LOC124904991,1,LOC124904991,15
LOC102723360,190,LOC102723360,257,LOC102723360,162,LOC102723360,191,LOC102723360,249
LOC102723553,64,LOC102723553,65,LOC102723553,11,LOC102723553,32,LOC102723553,43
LOC102723451,0,LOC102723451,0,LOC102723451,0,LOC102723451,0,LOC102723451,0
LOC105379504,1,LOC105379504,1,LOC105379504,15,LOC105379504,10,LOC105379504,5
LOC107983987,0,LOC107983987,0,LOC107983987,0,LOC107983987,0,LOC107983987,0
LOC102723475,0,LOC102723475,0,LOC102723475,5,LOC102723475,0,LOC102723475,1
LOC124900474,0,LOC124900474,0,LOC124900474,0,LOC124900474,0,LOC124900474,0
LOC105379505,0,LOC105379505,0,LOC105379505,0,LOC105379505,0,LOC105379505,0
LOC124904992,2,LOC124904992,4,LOC124904992,0,LOC124904992,13,LOC124904992,12
LOC124904993,6,LOC124904993,0,LOC124904993,2,LOC124904993,2,LOC124904993,2
MIR6724-1,0,MIR6724-1,0,MIR6724-1,0,MIR6724-1,0,MIR6724-1,0
RNA45SN2,857,RNA45SN2,506,RNA45SN2,784,RNA45SN2,673,RNA45SN2,403
MIR3648-1,0,MIR3648-1,0,MIR3648-1,0,MIR3648-1,0,MIR3648-1,0
RNA18SN2,0,RNA18SN2,0,RNA18SN2,0,RNA18SN2,0,RNA18SN2,0
RNA5-8SN2,0,RNA5-8SN2,0,RNA5-8SN2,0,RNA5-8SN2,0,RNA5-8SN2,0
RNA28SN2,0,RNA28SN2,0,RNA28SN2,0,RNA28SN2,0,RNA28SN2,0
CDC27P9,25,CDC27P9,15,CDC27P9,11,CDC27P9,22,CDC27P9,31
MIR6724-2,0,MIR6724-2,0,MIR6724-2,0,MIR6724-2,0,MIR6724-2,0
MIR6724-3,0,MIR6724-3,0,MIR6724-3,0,MIR6724-3,0,MIR6724-3,0
RNA45SN3,838,RNA45SN3,491,RNA45SN3,745,RNA45SN3,660,RNA45SN3,421
RNA18SN3,0,RNA18SN3,0,RNA18SN3,0,RNA18SN3,0,RNA18SN3,0
RNA5-8SN3,0,RNA5-8SN3,0,RNA5-8SN3,0,RNA5-8SN3,0,RNA5-8SN3,0
RNA28SN3,0,RNA28SN3,0,RNA28SN3,0,RNA28SN3,0,RNA28SN3,0
CDC27P10,51,CDC27P10,35,CDC27P10,62,CDC27P10,75,CDC27P10,70
MIR6724-4,0,MIR6724-4,0,MIR6724-4,0,MIR6724-4,0,MIR6724-4,0
RNA45SN1,901,RNA45SN1,437,RNA45SN1,697,RNA45SN1,591,RNA45SN1,408
MIR10396B,0,MIR10396B,0,MIR10396B,0,MIR10396B,0,MIR10396B,0
RNA18SN1,0,RNA18SN1,0,RNA18SN1,0,RNA18SN1,0,RNA18SN1,0
RNA5-8SN1,0,RNA5-8SN1,0,RNA5-8SN1,0,RNA5-8SN1,0,RNA5-8SN1,0
RNA28SN1,0,RNA28SN1,0,RNA28SN1,0,RNA28SN1,0,RNA28SN1,0
LINC01666,0,LINC01666,0,LINC01666,0,LINC01666,0,LINC01666,0
LOC124904994,0,LOC124904994,0,LOC124904994,0,LOC124904994,0,LOC124904994,0
LOC124904996,2,LOC124904996,0,LOC124904996,0,LOC124904996,0,LOC124904996,0
MIR3648-2,2,MIR3648-2,1,MIR3648-2,2,MIR3648-2,1,MIR3648-2,1
MIR10396A,0,MIR10396A,0,MIR10396A,0,MIR10396A,0,MIR10396A,0
LOC101927615,4,LOC101927615,5,LOC101927615,3,LOC101927615,12,LOC101927615,6
TEKT4P2,69,TEKT4P2,59,TEKT4P2,70,TEKT4P2,99,TEKT4P2,124
LOC101930100,2,LOC101930100,2,LOC101930100,2,LOC101930100,7,LOC101930100,11
LOC101927345,0,LOC101927345,3,LOC101927345,1,LOC101927345,2,LOC101927345,2
NCOR1P4,0,NCOR1P4,0,NCOR1P4,3,NCOR1P4,0,NCOR1P4,0
LOC105379514,0,LOC105379514,0,LOC105379514,0,LOC105379514,0,LOC105379514,0
LOC124904997,0,LOC124904997,0,LOC124904997,0,LOC124904997,0,LOC124904997,0
LINC01667,0,LINC01667,0,LINC01667,0,LINC01667,0,LINC01667,0
LOC105372734,0,LOC105372734,0,LOC105372734,0,LOC105372734,0,LOC105372734,0
LOC105372733,73,LOC105372733,68,LOC105372733,60,LOC105372733,61,LOC105372733,104
BAGE2,17,BAGE2,11,BAGE2,16,BAGE2,43,BAGE2,29
TPTE,1,TPTE,0,TPTE,0,TPTE,3,TPTE,1
ANKRD30BP2,5,ANKRD30BP2,6,ANKRD30BP2,5,ANKRD30BP2,9,ANKRD30BP2,6
MIR3156-3,0,MIR3156-3,0,MIR3156-3,0,MIR3156-3,0,MIR3156-3,0
LINC01674,0,LINC01674,0,LINC01674,0,LINC01674,0,LINC01674,0
POTED,0,POTED,1,POTED,0,POTED,0,POTED,1
MIR3118-1,0,MIR3118-1,0,MIR3118-1,0,MIR3118-1,0,MIR3118-1,0
LOC107985482,0,LOC107985482,0,LOC107985482,0,LOC107985482,0,LOC107985482,0
LOC112268283,0,LOC112268283,0,LOC112268283,0,LOC112268283,0,LOC112268283,0
MIR8069,0,MIR8069,0,MIR8069,0,MIR8069,0,MIR8069,0
CYP4F29P,3,CYP4F29P,0,CYP4F29P,0,CYP4F29P,1,CYP4F29P,0
LOC110091776,3,LOC110091776,1,LOC110091776,1,LOC110091776,0,LOC110091776,0
ANKRD20A11P,0,ANKRD20A11P,0,ANKRD20A11P,0,ANKRD20A11P,0,ANKRD20A11P,0
LOC105377134,0,LOC105377134,0,LOC105377134,0,LOC105377134,0,LOC105377134,0
LIPI,0,LIPI,0,LIPI,0,LIPI,0,LIPI,0
RBM11,0,RBM11,0,RBM11,0,RBM11,0,RBM11,0
ABCC13,0,ABCC13,0,ABCC13,0,ABCC13,0,ABCC13,0
HSPA13,65,HSPA13,104,HSPA13,57,HSPA13,166,HSPA13,132
LOC105369304,0,LOC105369304,0,LOC105369304,0,LOC105369304,0,LOC105369304,0
LOC124905053,0,LOC124905053,0,LOC124905053,0,LOC124905053,0,LOC124905053,0
SAMSN1,0,SAMSN1,0,SAMSN1,0,SAMSN1,2,SAMSN1,2
SAMSN1-AS1,0,SAMSN1-AS1,0,SAMSN1-AS1,0,SAMSN1-AS1,0,SAMSN1-AS1,0
LOC105372738,0,LOC105372738,0,LOC105372738,0,LOC105372738,1,LOC105372738,0
LOC124905054,0,LOC124905054,0,LOC124905054,0,LOC124905054,0,LOC124905054,0
ASMER1,29,ASMER1,41,ASMER1,26,ASMER1,31,ASMER1,31
NRIP1,1029,NRIP1,1776,NRIP1,1086,NRIP1,2048,NRIP1,1970
LOC107985483,0,LOC107985483,0,LOC107985483,0,LOC107985483,0,LOC107985483,0
LOC124905047,0,LOC124905047,0,LOC124905047,0,LOC124905047,0,LOC124905047,0
LOC105369292,0,LOC105369292,0,LOC105369292,0,LOC105369292,1,LOC105369292,0
LOC101927745,0,LOC101927745,0,LOC101927745,0,LOC101927745,0,LOC101927745,0
LOC124905055,0,LOC124905055,0,LOC124905055,0,LOC124905055,0,LOC124905055,0
LOC105369302,0,LOC105369302,0,LOC105369302,0,LOC105369302,0,LOC105369302,0
LOC124905056,0,LOC124905056,0,LOC124905056,0,LOC124905056,0,LOC124905056,0
LOC124905073,0,LOC124905073,0,LOC124905073,0,LOC124905073,0,LOC124905073,0
USP25,427,USP25,538,USP25,495,USP25,745,USP25,655
MIR99AHG,0,MIR99AHG,10,MIR99AHG,1,MIR99AHG,3,MIR99AHG,3
SNORD74B,0,SNORD74B,0,SNORD74B,0,SNORD74B,0,SNORD74B,0
MIR99A,0,MIR99A,0,MIR99A,0,MIR99A,0,MIR99A,0
MIRLET7C,0,MIRLET7C,0,MIRLET7C,0,MIRLET7C,0,MIRLET7C,0
MIR125B2,0,MIR125B2,0,MIR125B2,0,MIR125B2,0,MIR125B2,0
LOC124904998,0,LOC124904998,3,LOC124904998,0,LOC124904998,1,LOC124904998,0
LOC105372740,0,LOC105372740,0,LOC105372740,0,LOC105372740,0,LOC105372740,0
LOC107985511,0,LOC107985511,0,LOC107985511,0,LOC107985511,0,LOC107985511,0
LINC01549,0,LINC01549,0,LINC01549,0,LINC01549,0,LINC01549,0
TRG-GCC1-5,0,TRG-GCC1-5,0,TRG-GCC1-5,0,TRG-GCC1-5,0,TRG-GCC1-5,0
CXADR,511,CXADR,725,CXADR,448,CXADR,695,CXADR,698
BTG3,452,BTG3,562,BTG3,460,BTG3,631,BTG3,691
BTG3-AS1,6,BTG3-AS1,1,BTG3-AS1,2,BTG3-AS1,3,BTG3-AS1,8
LOC124904999,0,LOC124904999,0,LOC124904999,0,LOC124904999,0,LOC124904999,0
LOC124900465,0,LOC124900465,5,LOC124900465,5,LOC124900465,1,LOC124900465,2
C21orf91-OT1,0,C21orf91-OT1,0,C21orf91-OT1,0,C21orf91-OT1,0,C21orf91-OT1,0
C21orf91,166,C21orf91,317,C21orf91,212,C21orf91,329,C21orf91,318
CHODL-AS1,0,CHODL-AS1,0,CHODL-AS1,0,CHODL-AS1,0,CHODL-AS1,0
CHODL,0,CHODL,3,CHODL,0,CHODL,0,CHODL,8
LOC124905000,0,LOC124905000,0,LOC124905000,0,LOC124905000,0,LOC124905000,0
TMPRSS15,1,TMPRSS15,0,TMPRSS15,0,TMPRSS15,0,TMPRSS15,0
MIR548XHG,0,MIR548XHG,1,MIR548XHG,2,MIR548XHG,0,MIR548XHG,2
MIR548X,0,MIR548X,0,MIR548X,0,MIR548X,0,MIR548X,0
LOC107985490,0,LOC107985490,0,LOC107985490,0,LOC107985490,0,LOC107985490,0
LOC124905048,0,LOC124905048,0,LOC124905048,0,LOC124905048,0,LOC124905048,0
LINC01683,0,LINC01683,0,LINC01683,0,LINC01683,0,LINC01683,0
LOC105372745,0,LOC105372745,0,LOC105372745,0,LOC105372745,0,LOC105372745,0
LINC02573,0,LINC02573,0,LINC02573,0,LINC02573,0,LINC02573,0
LINC00320,0,LINC00320,1,LINC00320,12,LINC00320,7,LINC00320,9
LOC124905057,0,LOC124905057,0,LOC124905057,0,LOC124905057,0,LOC124905057,0
NCAM2,1,NCAM2,0,NCAM2,0,NCAM2,0,NCAM2,0
LINC00317,0,LINC00317,0,LINC00317,0,LINC00317,0,LINC00317,0
LINC01425,0,LINC01425,0,LINC01425,0,LINC01425,0,LINC01425,0
LINC01687,0,LINC01687,1,LINC01687,0,LINC01687,0,LINC01687,0
LINC00308,0,LINC00308,0,LINC00308,0,LINC00308,0,LINC00308,0
LOC107985508,0,LOC107985508,3,LOC107985508,0,LOC107985508,0,LOC107985508,0
LOC107985494,0,LOC107985494,0,LOC107985494,0,LOC107985494,0,LOC107985494,0
MIR6130,0,MIR6130,0,MIR6130,0,MIR6130,0,MIR6130,0
D21S2088E,0,D21S2088E,0,D21S2088E,0,D21S2088E,0,D21S2088E,0
LOC105372747,0,LOC105372747,4,LOC105372747,0,LOC105372747,2,LOC105372747,4
LOC107985512,0,LOC107985512,0,LOC107985512,0,LOC107985512,0,LOC107985512,0
LOC105372749,0,LOC105372749,0,LOC105372749,0,LOC105372749,0,LOC105372749,0
LOC105372750,0,LOC105372750,0,LOC105372750,0,LOC105372750,0,LOC105372750,0
LINC01689,0,LINC01689,0,LINC01689,0,LINC01689,0,LINC01689,0
LINC01684,2,LINC01684,0,LINC01684,0,LINC01684,1,LINC01684,0
LINC01692,0,LINC01692,0,LINC01692,0,LINC01692,0,LINC01692,0
LOC107985516,0,LOC107985516,0,LOC107985516,0,LOC107985516,0,LOC107985516,0
LINC00158,0,LINC00158,0,LINC00158,0,LINC00158,0,LINC00158,0
LOC105372753,0,LOC105372753,0,LOC105372753,0,LOC105372753,0,LOC105372753,0
